date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,4,5,3,4,1.5,Total Demolition (IRE),3,G,131,,1:59.81,119.81,6.00,J F Egan,Pat Phelan,,58,55,Thewayyouare (USA),Margaux Dancer (IRE),Danehill Dancer,P Wheatley,Held up in touch in last quartet - rapid headway to chase leaders over 5f out - led over 3f out - joined and driven just over 2f out - sustained duel with rival until headed inside final furlong - weakened final 100yds (vet said gelding lost left-hind shoe)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,3,6,11,4.75,.75,Goodwood Moonlight (GB),3,G,132,,1:59.96,119.96,4.00,Andrea Atzeni,William Knight,,59,55,Azamour (IRE),Corrine (IRE),Spectrum,Goodwood Racehorse Owners Group 21 Ltd,Took keen hold - chased leader - ridden over 2f out - no extra and beaten 1f out - weakened inside final furlong(op 9/2)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,9,7,5,6,1.25,Steevo (IRE),3,C,127,p,2:0.21,120.21,9.00,Fergus Sweeney,Gary Moore,,54,47,Dark Angel (IRE),Moriches (IRE),Alhaarth,S Curwen,Took keen hold - held up well in touch in midfield - ridden and unable to quicken 2f out - weakened inside final furlong(op 7/1)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,13,8,7,10,4,Epsom Poems (GB),3,G,124,,2:1.01,121.01,21.00,D Mylonas,Pat Phelan,,51,36,Pastoral Pursuits (GB),My Amalie (IRE),Galileo,Epsom Racegoers No 3,Held up in touch - ridden over 2f out - no impression(op 16/1)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,2,9,1,10.75,.75,Overlord (GB),3,G,133,,2:1.16,121.16,3.25,Richard Hughes,Mark Rimell,,60,44,Lawman (FR),Hip GB,Pivotal,Mark Rimell,Held up in touch in last trio - ridden and effort 2f out - no headway and beaten over 1f out - weakened inside final furlong (trainer had no explanation for the poor form shown)(tchd 5/2)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,5,10,2,21.75,11,Giovanni Di Bicci (GB),3,G,131,,2:3.36,123.36,34.00,Pat Cosgrave,Jim Boyle,,58,20,Medicean (GB),Marula (IRE),Sadlers Wells,J Sisterson M Khan X2,Steadied start - held up in rear - effort over 2f out - soon beaten - behind final furlong(op 50/1)
2015-06-04,GB,Lingfield,3:40,WMR Handicap,Flat,Class 6,,0-60,3yo,,1m1f,9f,1811,Good To Firm,11,11,11,6,27.75,6,Illya Kuryakin (GB),3,G,127,p,2:4.56,124.56,17.00,Liam Keniry,Dave Morris,,54,4,Cockney Rebel (IRE),Vino Veritas (USA),Chiefs Crown,Phil Cunningham,Led until over 3f out - lost place over 2f out - behind final furlong(op 20/1)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,8,1,4,0,0,Sixties Sue (GB),2,F,126,,1:12.19,72.19,5.50,Charles Bishop,Mick Channon,3105.12,–,69,Sixties Icon (GB),Rose Cheval (USA),Johannesburg,Norman Court Stud,Made all - ridden over 1f out - held on gamely inside final furlong - ridden out(op 4/1)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,2,2,3,0.3,0.3,Gerrards Quest (GB),2,C,131,,1:12.25,72.25,3.50,Andrea Atzeni,Marco Botti,924,–,73,Captain Gerrard (IRE),Ryans Quest (IRE),Mukaddamah,Scuderia Blueberry Srl,Chased leading trio - went 2nd - switched left and challenged between horses 1f out - every chance when rider dropped whip inside final furlong - ran on but held towards finish(tchd 9/4)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,4,3,2,.75,.5,Kumanavsumfun (GB),2,F,126,,1:12.34,72.34,15.00,Tom Queally,David Evans,461.76,–,67,Captain Gerrard (IRE),Samadilla (IRE),Mujadil,Cheshire Buoys Racing,Chased leaders - ridden and pressed leaders when pushed left 1f out - keeping on same pace when leapt into air near finish(tchd 16/1)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,1,4,7,2.25,1.5,Aguerooo (IRE),2,C,131,,1:12.64,72.64,2.10,Richard Hughes,Richard Hannon,230.88,–,67,Monsieur Bond (IRE),Vision Of Peace (IRE),Invincible Spirit,Middleham Park Racing Lxxxvi,Pressed winner - ridden 2f out - ran green and unable to quicken over 1f out - 4th and kept on same pace inside final furlong(op 5/4)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,3,5,1,5.75,3.5,Dylan Alexander (IRE),2,F,126,,1:13.34,73.34,51.00,J F Egan,David Evans,,–,52,Dylan Thomas (IRE),Kindest GB,Cadeaux Genereux,Noel Ocallaghan,Took keen hold - early - in touch in midfield - ridden and struggling over 3f out - plugged on same pace and no threat to leaders final 2f
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,5,6,5,5.75,0.05,Lingfield Lass (GB),2,F,126,,1:13.35,73.35,26.00,Kieren Fox,John Best,,–,51,Mullionmileanhour (IRE),Hannahs Dream (IRE),Kings Best,Lingfield Park Owners Group 2014,In touch towards rear - outpaced halfway - no chance with leaders but kept on inside final furlong(op 33/1)
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,7,7,8,12.75,7,Peppy Miller (GB),2,F,123,,1:14.74,74.74,26.00,Daniel Muscutt,George Margarson,,–,30,Cockney Rebel (IRE),Solar Crystal (IRE),Alzao,Mrs Mette Campbell Andenaes,Soon outpaced in last pair - behind halfway
2015-06-04,GB,Lingfield,4:10,Crystal Palace Football Club Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,6f,6f,1207,Good To Firm,8,6,8,6,22.75,10,Outback Princess (GB),2,F,126,,1:16.74,76.74,15.00,Liam Keniry,Gary Moore,,–,–,Aussie Rules (USA),Royal Assent GB,Royal Applause,Heart Of The South Racing,Soon pushed along and dropped to rear - lost touch halfway(tchd 12/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,11,1,5,0,0,Gen I Am (GB),3,F,116,,1:22.92,82.92,6.00,Gary Mahon,Sylvester Kirk,3105.12,62,68,Aqlaam (GB),Gennie Bond GB,Pivotal,Mrs J K Powell,In touch in midfield - ridden and effort over 2f out - headway to chase leader and racing in centre over 1f out - rider dropped whip 1f out - stayed on well to lead towards finish
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,2,2,7,0.3,0.3,Fondly (IRE),3,F,133,,1:22.98,82.98,4.00,Richard Hughes,Richard Hannon,924,72,77,Dansili (GB),Mrs Marsh GB,Marju,Derrick Smith Michael Tabor Mrs John Magnier,Held up in touch towards rear - switching left and headway over 1f out - every chance and racing in centre inside final furlong - ran on but held close home(tchd 7/2)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,12,3,13,.5,0.2,Dear Bruin (IRE),3,F,123,p,1:23.02,83.02,21.00,Cathy Gannon,John Spearing,461.76,62,67,Kodiac (GB),Namu GB,Mujahid,Advantage Chemicals Holdings Ltd,Led - ridden over 1f out - kept on inside final furlong - headed and no extra close home
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,1,4,3,5,4.5,Medicean Bliss (IRE),3,F,136,,1:23.92,83.92,4.50,Harry Bentley,Jeremy Gask,230.88,75,68,Medicean (GB),So Blissful (IRE),Cape Cross,S T A R Partners,Went left start - in touch in midfield - ridden and effort 2f out - 4th and no impression 1f out - weakened inside final furlong(op 4/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,3,5,2,8,3,Lady Estella (IRE),3,F,132,,1:24.52,84.52,9.00,Andrea Atzeni,Marco Botti,,71,56,Equiano (FR),Lady Scarlett GB,Woodman,Newsells Park Stud,Pushed left start - soon switched right and behind - ridden halfway - headway past beaten horses over 1f out - never troubled leaders
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,4,6,10,8.75,.75,Acquittal (GB),3,F,132,,1:24.67,84.67,9.00,Hayley Turner,James Fanshawe,,71,54,Lawman (FR),Zamid (FR),Namid,Cheveley Park Stud,Went left start - took keen hold - chased leader - ridden and found little over 1f out - soon lost place and beaten 1f out - weakened
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,9,7,11,10,1.25,Dubai Breeze (IRE),3,F,123,,1:24.92,84.92,13.00,Louis Steward,Clive Brittain,,65,45,Lope De Vega (IRE),Expectation (IRE),Night Shift,Saeed Manana,In touch in midfield - ridden over 2f out - soon struggling - weakened over 1f out(op 16/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,8,8,8,16,6,Roxie Lot (GB),3,F,126,,1:26.12,86.12,11.00,Liam Keniry,Pam Sly,,65,29,Exceed And Excel (AUS),Orlena (USA),Gone West,G A Libson,In touch towards rear - ridden and dropped to rear over 2f out - behind over 1f out(op 12/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,5,9,9,16.75,.75,Lucky Leyf (GB),3,F,130,,1:26.27,86.27,15.00,Pat Dobbs,Gary Moore,,69,31,Kheleyf (USA),Lucky Dice GB,Perugino,Heart Of The South Racing,Bumped start - held up in last pair - ridden and struggling over 2f out - no chance over 1f out(op 16/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,10,10,12,20.25,3.5,Lady Atlas (GB),3,F,126,,1:26.97,86.97,17.00,Michael Stainton,David Brown,,65,18,Dutch Art (GB),Paquerettza (FR),Dr Fong,Miss C A Carr,Chased leaders - ridden and unable to quicken over 2f out - soon struggling - weakened over 1f out - well behind final furlong(tchd 20/1)
2015-06-04,GB,Lingfield,4:40,Avensys Fillies Handicap,Flat,Class 5,,0-75,3yo,F,7f,7f,1408,Good To Firm,11,7,11,6,24.25,4,Starlight Genie (GB),3,F,127,,1:27.77,87.77,15.00,Oisin Murphy,Jonathan Portman,,66,9,Hellvelyn (GB),Anneliina GB,Cadeaux Genereux,Mrs June Watts,In touch in midfield - ridden and no response over 2f out - weakened over 1f out - well behind final furlong (jockey said filly moved poorly throughout; vet said filly lost right-fore shoe)(op 12/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,4,1,9,0,0,Mister Mayday (IRE),4,G,131,b,1:56.37,116.37,6.00,Pat Cosgrave,George Baker,3105.12,67,75,Kheleyf (USA),Soxy Doxy (IRE),Hawk Wing,Asprey Kane Thomas,Went long way to start - held up in touch in rear - closed and not clear run over 1f out - went between horses to challenge inside final furlong - driven to lead well inside final furlong - edged right and doing enough towards finish
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,7,2,2,0.1,0.1,Hot Mustard (GB),5,G,125,,1:56.39,116.39,7.00,Martin Dwyer,William Muir,924,61,68,Pastoral Pursuits (GB),Lihou Island GB,Beveled,Mrs G Rowland Clark,Chased leaders - driven to chase leader over 1f out - every chance inside final furlong - pushed right and bumped near finish - just held(tchd 5/1 and 7/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,5,3,1,.75,.75,Berrahri (IRE),4,G,130,,1:56.52,116.52,9.00,Kieren Fox,John Best,461.76,66,71,Bahri (USA),Band Of Colour (IRE),Spectrum,Curtis Malt Wykes,Led - ridden 2f out - driven over 1f out - headed and one pace well inside final furlong(op 10/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,2,4,10,3,2.25,Sublimation (IRE),5,G,133,,1:56.97,116.97,3.50,Richard Hughes,Steve Gollings,230.88,69,69,Manduro (GER),Meon Mix GB,Kayf Tara,Northern Bloodstock Racing,Well in touch in midfield - closed over 2f out - ridden and pressing leaders over 1f out - no extra inside final furlong - weakened final 75yds(op 3/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,9,5,5,4,1,Passover (GB),4,G,121,,1:57.17,117.17,8.00,David Probert,Andrew Balding,,57,55,Passing Glance (GB),Floriana GB,Selkirk,Kingsclere Racing Club,Took keen hold - held up in touch in midfield - ridden and lost place 2f out - rallied 1f out - stayed on inside final furlong - no threat to leaders(tchd 8/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,3,6,7,4.5,0.3,Siouxperhero (IRE),6,G,132,p,1:57.27,117.27,15.00,Steve Drowne,William Muir,,68,66,Sleeping Indian (GB),Tintern GB,Diktat,Muir Racing Partnership   Bath,With leader - ridden and every chance 2f out - lost 2nd and unable to quicken over 1f out - weakened inside final furlong(op 12/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,10,7,8,5.5,1,Rockie Road (IRE),4,G,116,,1:57.47,117.47,11.00,William Carson,Mick Quinn,,52,47,Footstepsinthesand (GB),Roclette (USA),Rock Of Gibraltar,Ynwa Partnership,Held up in touch in last trio - effort under pressure on inner over 2f out - no impression 1f out - weakened inside final furlong(op 8/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,6,8,3,10.5,5,What A Dandy (IRE),4,G,126,p,1:58.47,118.47,13.00,Robert Winston,Jim Boyle,,62,46,Dandy Man (IRE),Ibtihal (IRE),Hamas,Inside Track Racing Club,Took keen hold - chased leaders - ridden 2f out - soon outpaced and lost place - weakened final furlong (jockey said gelding ran too free early)(op 10/1)
2015-06-04,GB,Lingfield,5:10,PMW Communications Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,9f,1811,Good To Firm,9,1,9,6,12,1.5,Approaching (IRE),4,C,133,t,1:58.77,118.77,9.00,Pat Dobbs,Amanda Perrett,,69,50,New Approach (IRE),Dust Dancer GB,Suave Dancer,Bluehills Racing Limited,Held up in touch in last trio - ridden and effort 2f out - unable to quicken over 1f out - weakened final furlong
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,3,1,8,0,0,Moojaned (IRE),4,G,131,,2:32.23,152.23,9.00,J F Egan,David Evans,2458.22,53,61,Ravens Pass (USA),Mufradat (IRE),Desert Prince,Robert Emmanuel,In touch - headway to lead 6f out - made rest - ridden 2f out - stayed on well - ridden out
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,2,2,5,2.25,2.25,Bethan (GB),6,M,128,p,2:32.68,152.68,4.00,Shelley Birkett,Julia Feilden,731.50,53,57,Nayef (USA),Elizabethan Age (FR),Kings Best,Ms Hannah Ranner,Held up in touch - closed on inner 3f out - ridden to chase winner 2f out - stayed on same pace inside final furlong(op 11/4)
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,4,3,3,3.5,1.25,My Anchor (GB),4,G,123,,2:32.93,152.93,2.50,Edward Greatrex,Sylvester Kirk,365.56,52,54,Mount Nelson (GB),War Shanty GB,Warrshan,Neil Simpson Sylvester Kirk,Took keen hold - chased leader until 5f out - ridden - hung left and went 2nd over 2f out until 2f out - plugged on same pace after
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,7,4,6,3.75,0.3,Brown Pete (IRE),7,G,125,p,2:32.98,152.98,3.50,Oisin Murphy,Heather Dalton,182.78,47,49,Aussie Rules (USA),Banba (IRE),Docksider,Stephen Arnold,Slowly into stride - held up in touch in rear - effort and ridden to chase leading trio 2f out - kept on same pace from over 1f out(op 3/1)
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,9,5,1,44.75,41,Arryzona (GB),4,G,124,p,2:41.18,161.18,67.00,David Probert,Christine Dunnett,,46,–,Phoenix Reach (IRE),Southwarknewsflash GB,Danetime,Christine Dunnett Racing Arryzona,In touch in last pair - dropped to last and ridden along 7f out - lost touch 3f out - tailed off final 2f
2015-06-04,GB,Lingfield,2:10,Orpheus Centre Handicap (Div II),Flat,Class 6,,0-55,4yo+,,1m3½f,11.5f,2334,Good To Firm,6,5,6,9,90.75,46,Tamujin (IRE),7,G,127,,2:50.38,170.38,15.00,Richard Hughes,Ken Cunningham-Brown,,49,–,Elusive City (USA),Arabian Princess GB,Taufan,Danebury Racing Stables,Led until 6f out - chased leader until ridden and lost place over 2f out - soon behind - tailed off and virtually pulled up from over 1f out (jockey said gelding lost its action and was heavily eased in the home straight)(op 16/1 tchd 20/1)
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,7,1,7,0,0,Secret Tale (IRE),2,F,119,,0:58.25,58.25,1.73,William Carson,Jamie Osborne,3105.12,–,77,Zoffany (IRE),Intimate Secret (IRE),Invincible Spirit,The Bo Derek 10 Partnership,Made all - in command from over 1f out - pushed out - comfortably(tchd 4/5)
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,1,2,6,2,2,Ground Control (IRE),2,C,122,,0:58.65,58.65,5.50,Cam Hardie,Richard Hannon,924,–,74,Air Chief Marshal (IRE),Maya De La Luz GB,Selkirk,Mrs J K Powell,Chased leaders - went 2nd over 1f out - kept on same pace(tchd 4/1)
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,8,3,5,4.75,2.75,Sakhees Jem (GB),2,F,118,p,0:59.20,59.20,5.00,Martin Dwyer,Gay Kelleway,461.76,–,57,Sakhees Secret (GB),Amandian (IRE),Indian Ridge,M M Foulger,Chased winner until over 1f out - no extra(op 9/2)
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,5,4,3,9.75,5,Becca Campbell (IRE),2,F,120,,1:0.20,60.20,11.00,Cathy Gannon,Eve Johnson Houghton,230.88,–,41,Roderic OConnor (IRE),Scottendale GB,Zilzal,Miss E Johnson Houghton,Soon behind - ridden halfway - no danger
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,6,5,8,10,0.3,Putemintheboot (IRE),2,F,116,,1:0.25,60.25,34.00,Declan Bates,David Evans,,–,39,Medicean (GB),Tiger Royale GB,Tiger Hill,Lee Power,Outpaced most of way
2015-06-06,GB,Lingfield,6:00,Heart FM 97.5 FM Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,6,2,6,1,18,8,Roberto Lopez (GB),2,G,125,,1:1.85,61.85,26.00,Liam Keniry,Roger Teal,,–,16,Royal Applause (GB),The Fugative GB,Nicholas,J A Redmond,Sluggish start and ridden to recover - soon in touch - weakened 2f out(op 20/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,4,1,6,0,0,Whitecrest (GB),7,M,135,,0:57.77,57.77,3.75,William Twiston-Davies,John Spearing,3105.12,65,77,Ishiguru (USA),Risky Valentine GB,Risk Me,G M Eales,Broke well - chased leaders - driven to dispute lead over 1f out - got on top final 30yds(tchd 3/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,7,2,2,.75,.75,Princess Tansy (GB),3,F,118,,0:57.92,57.92,7.00,George Buckell,David Simcock,924,60,66,Equiano (FR),Tanasie GB,Cadeaux Genereux,Chippenham Lodge Stud Limited,Tracked leaders - disputed lead from over 1f out - hung badly left to far rail - just touched off (jockey said filly hung badly left final 2f)(op 5/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,6,3,8,3.25,2.5,Ya Halla (IRE),3,F,123,b,0:58.42,58.42,3.75,Tom Marquand,David Evans,461.76,67,64,Dark Angel (IRE),Stormy View (USA),Cozzene,R Kent Mrs E Evans,Outpaced in rear - stayed on under pressure final furlong - never nearer(op 5/2 tchd 9/4)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,2,4,7,4,.75,Where The Boys Are (IRE),4,F,138,,0:58.57,58.57,4.50,Martin Dwyer,Ed McMahon,230.88,68,66,Dylan Thomas (IRE),Promise Of Love GB,Royal Applause,Philip Wilkins,Chased leader - led briefly well over 1f out - one pace(tchd 4/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,3,5,3,7.75,3.75,Go Glamorous (IRE),4,F,136,,0:59.32,59.32,9.00,Steve Drowne,Ronald Harris,,66,50,Elnadim (USA),Glamorous Air (IRE),Air Express,Robert Nina Bailey,Restless in stalls - led until well over 1f out - soon hard ridden and weakened(op 12/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,5,6,1,14.75,7,Honeymoon Express (IRE),5,M,132,,1:0.72,60.72,15.00,Adam Beschizza,Julia Feilden,,62,21,Mujadil (USA),Royal Jelly GB,Kings Best,Miss J Feilden,Soon driven along in 5th - no danger final 2f(op 16/1 tchd 20/1)
2015-06-06,GB,Lingfield,6:30,Centrepoint Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,5f,5f,1003,Good To Firm,7,8,7,4,21.75,7,Gentle Persuasion (GB),3,F,114,,1:2.12,62.12,17.00,Nicky Mackay,Amanda Perrett,,51,–,Rock Of Gibraltar (IRE),Play Bouzouki GB,Halling,A D Spence,Soon outpaced and behind(tchd 20/1)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,1,1,3,0,0,Charles Molson (GB),4,G,135,,1:10.01,70.01,4.33,Jim Crowley,Patrick Chamings,4787.06,87,100,Monsieur Bond (IRE),Arculinge GB,Paris House,Trolley Action,Dwelt - chased leaders on outer - led well over 1f out - edged right - ridden out(op 3/1 tchd 7/2)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,6,2,7,1.5,1.5,Royal Brave (IRE),4,G,123,,1:10.31,70.31,5.00,Martin Dwyer,William Muir,1424.50,75,83,Acclamation (GB),Daqtora GB,Dr Devious,Muir Racing Partnership   Ascot,Held up in 5th - ridden over 2f out - stayed on to take 2nd inside final furlong(op 9/2)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,7,3,2,2.75,1.25,Tarooq (USA),9,G,119,tp,1:10.56,70.56,8.00,Liam Keniry,Tom Dascombe,711.88,71,75,War Chant (USA),Rose Of Zollern (IRE),Seattle Dancer,Owen Promotions Limited Partner,Led and soon crossed to stands' rail - headed 2f out - kept on again under pressure final furlong(op 8/1)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,5,4,5,3.25,.5,Langley Vale (GB),6,G,125,p,1:10.66,70.66,5.00,Steve Drowne,Roger Teal,355.94,77,80,Piccolo (GB),Running Glimpse (IRE),Runnett,Mrs Muriel Forward Dr G C Forward,In rear - effort and hard ridden over 1f out - no impression(tchd 7/2)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,2,5,4,3.25,0.1,Kinglami (GB),6,G,131,p,1:10.68,70.68,3.50,Cam Hardie,Brian Gubby,,86,88,Kingsalsa (USA),Red Japonica GB,Daylami,Brian Gubby,Prominent until no extra 1f out(op 11/4)
2015-06-06,GB,Lingfield,7:00,Highway Handicap,Flat,Class 4,,0-85,4yo+,,6f,6f,1207,Good To Firm,6,4,6,6,5,1.75,Showtime Star (GB),5,G,129,h,1:11.01,71.01,10.00,J F Egan,Gay Kelleway,,81,78,Byron (GB),Piddies Pride (IRE),Indian Lodge,Mortlock Countrywide Classics Panther,Chased leaders - led briefly 2f out - hard ridden and weakened 1f out(tchd 10/1)
2015-06-06,GB,Lingfield,7:30,Orpheus Centre Maiden Stakes,Flat,Class 5,,,3yo,,7f,7f,1408,Good To Firm,7,5,1,2,0,0,Hathal (USA),3,C,131,,1:23.31,83.31,1.29,Frankie Dettori,William Haggas,3105.12,–,94,Speightstown (USA),Sleepytime (IRE),Royal Academy,Al Shaqab Racing,Tracked leaders - ridden to lead 1f out - soon clear - comfortably(op 3/10)
2015-06-06,GB,Lingfield,7:30,Orpheus Centre Maiden Stakes,Flat,Class 5,,,3yo,,7f,7f,1408,Good To Firm,7,2,2,1,2.25,2.25,Druids Ridge (GB),3,C,131,,1:23.76,83.76,6.00,Nicky Mackay,John Gosden,924,–,85,Paco Boy (IRE),Miss Queen (USA),Miswaki,Isa Al Khalifa,Dwelt - soon chasing leader - ridden to challenge over 1f out - kept on same pace
